"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Cassandra B","https://www.tripadvisor.com/Profile/cassandrab082","https://media-cdn.tripadvisor.com/media/photo-o/04/89/84/7f/cassandra-b.jpg","The Vines, Australia","5","Aug 2019 • Friends","Such a fun day out! ","Visited with a friend! We had such a fun day out and enjoyed it all! We got there early and made a game plan to more one way around the park and do the loop around. My recommendation would be to get the fast pass as we did spend a lot of time waiting in lines for rides, or if you’re happy to not sit together on rides then they have single rider lines on some rides that are used to fill seats on rides which lines can move faster. <br />Allow yourself a full day to get around the park, take a backpack or easy bag to carry, lockers are available. <br />Be sure to wear sun cream and a hat as it can get hot out in the sun all day. <br />All in all have fun! ","Friends","0","https://media-cdn.tripadvisor.com/media/photo-w/19/80/f2/b6/photo8jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/80/f2/b5/photo7jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/80/f2/b4/photo6jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/80/f2/b3/photo5jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/80/f2/b2/photo4jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/80/f2/af/photo3jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/80/f2/ae/photo2jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/80/f2/ad/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/80/f2/ac/photo0jpg.jpg","Written October 6, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Justkenj","https://www.tripadvisor.com/Profile/Justkenj","https://media-cdn.tripadvisor.com/media/photo-o/1a/d7/82/70/justkenj.jpg","Dubai, United Arab Emirates","5","Sep 2019 • Family","uss","It’s our second time here, as usual we rode our fave transformer ride. My daughter enjoyed it a lot as she is an adventurous one. She rode all the extreme rides. We miss the corn dog here in USS so we ate so much.","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/19/80/91/9f/universal-studios-singapore.jpg","Written October 6, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Sandhya I","https://www.tripadvisor.com/Profile/sandhyai2017","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg","Gurugram (Gurgaon), India","5","Oct 2019 • Family","Excellent","Must visit, it has 5 themed zones- jurassic, sci-fi, egyptian, faraway land and hollywood. Each with a gift shop, restaurant , some rides and activites . Best ride for adventure seekers is in sci-fi battlestar Galactica cylon and human . Rest are for kids","Family","0","","Written October 6, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"annabel9210","https://www.tripadvisor.com/Profile/annabel9210","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg","Perth, Australia","5","Oct 2019 • Family","Fun Day","Very expensive for a family with teenagers classed as adults we also did the express pass for 1 ride gets you pass the queued  very  busy in October school holidaysoutside food allowed bags get checked. Opens at 10.00 get an early start. Huge queues.","Family","0","","Written October 6, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Dr.Ajay Budhwar","https://www.tripadvisor.com/Profile/ajaybudhwar","https://media-cdn.tripadvisor.com/media/photo-o/15/56/b9/31/caption.jpg","Amritsar, India","5","Oct 2019 • Family","Adventure Fun Masti","A very big theme park with number of rides with some of the best in world. The most important part is express pass you should buy if u want to save time.","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/19/80/30/82/photo2jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/80/30/81/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/80/30/80/photo0jpg.jpg","Written October 6, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"rks502mvr","https://www.tripadvisor.com/Profile/rks502mvr","https://media-cdn.tripadvisor.com/media/photo-m/1280/21/7d/46/1b/rks502mvr.jpg","Kanpur, India","3","Sep 2019","just ok","the place is good and some rides are  nice but not very exciting stuff you get here and it is really overcrowded and in one day pass it is not possible to do all rides which is even more disheartening.","","0","","Written October 5, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Hillary K","https://www.tripadvisor.com/Profile/404hillaryk","https://media-cdn.tripadvisor.com/media/photo-s/06/26/94/5f/hillary-k.jpg","Mount Waverley, Australia","3","Oct 2019 • Family","Alright for a day out but rides are very short and entertainment is not as varied as in the US parks.","Purchased general admission for myself and two teenage children. Attraction wait times were low and we actually found that most rides, even big name rides like Transformers, only had a 5-10min wait if you were willing to use the app and come back to rides throughout the day. Except thw two rollercoasters where we waited 30min and 45min respectively.<br /><br />That said, this park just doesn't compare to the Florida and California counterparts...we didn't encounter any random park entertainment wheras usually you will find some music or comedy or crowd entertainment in the US parks. Even the two shows we qued for ended up being cancelled due to weather...so a bit dissapointing given that really rain is a common nearly daily occurance in Singapore.<br /><br />The attractions would be good for smaller children as most are short and safe and slow...we found the park a bit short of thrill rides.<br /><br />Know- This is a small theme park with only about 20 or so attractions. We were there for six hours and had circled the park three times.<br /><br />If you're looking for a fun and easy day out in Singpore after having already visited Singapore's other amazing attractions (zoo, gardens, etc..) and you're willing to pay the price tag give it a go...otherwise really its not a must see!","Family","0","","Written October 4, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Fidsy","https://www.tripadvisor.com/Profile/fidsyaltd","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg","Brisbane, Australia","3","Oct 2019 • Family","Don’t bother without express passes","11yo and 13yo very excited heading to Universal Studios for the day. Entered at 1030 and went straight to line up at Cylon which had ‘25min wait’ when we entered. We eventually got to almost the front after 1.5hrs. The express lane has total priority and it wasn’t unusual for 4-5 full rides of<br />Express people to go before anyone else in the normal line. Then there was ‘inclement weather conditions’. Which put a total halt on all outdoor rides. So after 2 hrs  still waiting in line we decided to leave. <br /><br />Universal studios needs to balance both express passes and normal admission riders similarly. ","Family","0","","Written October 4, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Darren R","https://www.tripadvisor.com/Profile/DarrenR251","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg","Perth, Australia","5","Oct 2019 • Family","Awesome day out!","What a great day out for the family. Long queues for rides so suggest priority passes if you can get/afford them. Lots to see and do and plenty of photo opportunities. ","Family","0","","Written October 4, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Tourist_AU","https://www.tripadvisor.com/Profile/Tourist_AU2","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg","Perth, Australia","1","Oct 2019 • Family","Don’t feed the evil empire.","Huge disappointment. Too many people. 4th October. So bad even the $160 express passes sold out. Means all you can do is walk around. Queue for everything for hours. When the sign for the ride says waiting time 15 minutes we were held up like cattle in stifling conditions for an hour and a half. I feel so sorry for the kids. In six hours we managed to get on two rides and left demoralised and feeling ripped off.","Family","0","","Written October 4, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"David Syamtar","https://www.tripadvisor.com/Profile/BangDave","https://media-cdn.tripadvisor.com/media/photo-s/13/f5/6a/be/david-s.jpg","Jakarta, Indonesia","5","Dec 2018 • Friends","Best Place to Find an Excitement ","USS can be reached by MRT and it is quite easy to get here.  Come morning before the arena opens because there are thousands of people who visit here every day.  You can take pictures at the very famous USS icon.  Line up soon so you can get an exciting game.  I started with a trip in Egypt, very exciting!  after that I changed in Transformer ... crazy!  this cool.  After that, my target would be a thrilling roller coster.  You can find souvenir and food stores at USS.  Some shows are also displayed on schedule.","Friends","0","","Written October 4, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Grani2008","https://www.tripadvisor.com/Profile/Grani2008","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg","Perth, Australia","1","Oct 2019 • Family","Total rip off","We visited on October 3rd. Queues for rides were 1- 1.5 hours. Express pass was unaffordable at $170 per person for unlimited rides. Even the express pass holders were queuing. Tried getting photos with meet and greet characters with the kids - these queues were extremely long too and often cut off before we could even get in the line !!  What a disappointing day it was. We visited last year and paid $70 for unlimited express passed, why has the price more than doubled in 12 months?","Family","0","","Written October 4, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"ウメダ","https://www.tripadvisor.com/Profile/umeda999","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg","","5","Nov 2018 • Family","楽しい！","家族とセントーサ島のソバのホテルに泊まり、1日ユニバーサルスタジオで遊びました。<br />とにかく暑いですね。。でもトランスフォーマーのライド&ショーは日本のUSJには無いので、見所です！！子供達&旦那はトランスフォーマー 大好きなので、この為にシンガポールに行ったと言っても過言では無いほど…。すごく楽しかったです！<br />混んでるかなと思ってましたが、開店時間前に行くと全然並んでない。。少し拍子抜けでしたが、待ち時間無く色々スイスイ乗る事ができました。","Family","0","","Written October 4, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"PumpkinDQ","https://www.tripadvisor.com/Profile/PumpkinDQ","https://media-cdn.tripadvisor.com/media/photo-o/19/7f/4a/41/avatar.jpg","Singapore, Singapore","3","Oct 2019 • Family","Such a disappointing experience","I love  theme parks with my family and we visit the Universal Studios Singapore almost every 2 years.  We were there yesterday and over-all experience really deteriorated big-time from our visit last 2017. <br />The park was full therefore waiting time for rides were long and quite disorganized.  For the Mummy Ride for example,  they used the ""Single Rider"" queue for Express Pass holders without additional signages, so some Single Riders who queued have to head to the exit and queue again (what an inconvenience) furthermore,  after queuing for 30 minutes they closed the ride.  I believe some unforseen breakdown might occur however they can look onto more stringent preventive maintenance so as not to affect their patrons.  <br />Another very disappointing experience - the photo-taking with the characters (statues) of Madagascar,  Sesame Street,  etc.  I appreciate they have the ropes for orderly queues,  they have official photographers stationed but they didn't allow us to take photos with our own cameras or handphones.  They anyhow took photos using our phones with a maximum of 2 shots ONLY.  It's like forcing us to buy the photos they took.  This was not the system previously and besides,  we paid for the entrance to the park which includes all the attractions and photo spots.  So why will they prohibit photo taking?  It's such a disappointment. <br />I submitted this review not to discourage people to visit USS but to get my message across the management and clamour for improvements.  ","Family","0","","Written October 4, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Swapna","https://www.tripadvisor.com/Profile/SgprTourist2019","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg","","1","Oct 2019 • Family","Worst experience","We went to Universal on 4th Oct 2019 and had the worst experience ever. <br />Far too many people the park can accommodate. Each place waiting for at least 2 to 2.5 hrs. We could only take 3 rides. Getting in itself took us 45 minutes.<br />With so many people it a serious violation of safety and security. Kids cried out of suffocation and tiredness in tight lanes.<br /><br />Too much greed and selfish state of affairs. Sadly no one seem to regulate the number of people allowed at the park and sadly Singapore govt is not keeping a watch of it.","Family","0","","Written October 4, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Ainsley007","https://www.tripadvisor.com/Profile/Ainsley007","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg","Melbourne, Australia","5","Oct 2019 • Family","Great day out ","Had a great day at universal. Bought the express pass unlimited and they are worth their weight in gold. Longest wait for a ride was about 5 minutes. Thoroughly enjoyed our day. The rides are great fun. ","Family","0","","Written October 4, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"eeyoreBrisbane","https://www.tripadvisor.com/Profile/eeyoreBrisbane","https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/7f/avatar066.jpg","Brisbane","5","Sep 2019","A great day","We spent a day here. Had a great time. Tickets are available on line or at the entrance. Crowd was reasonable the day we visited. We were able to go on most rides even with some of the day raining. Food is theme park prices. Starbucks on Main Street was good. If you go on the Jurassic Park ride be warned you will get wet. Use a poncho if you don’t want to get too wet. Lockers are available next to some rides for no cost for short amount of time. Check out the map before going. Lots of restaurants and food options just outside the park. There is only one merchandise shop outside of the park and it’s small so buy inside the park. Halloween horror nights are a great event if you are visiting at this time of year.","","0","","Written October 4, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Adrian","https://www.tripadvisor.com/Profile/Greenskye007","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg","","5","Mar 2019 • Friends","An excellent day out","You're in Singapore, now what?<br />There's a wealth of adventure spots on this small island. Universal Studios is a must for family and friends of all ages. Great rides to go on and some a little more for the thrill seekers amongst us. Make a day of it. It makes for a great memories for your visit to Singapore.","Friends","0","","Written October 4, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Max","https://www.tripadvisor.com/Profile/congw663","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg","","5","Oct 2019 • Couples","Excited, fast","I bought the one time express and tickets online. Most of  programs take less than 30 minutes to wait by using express pass. The roller coaster is excited which include 2 type(BSH and BSC). There is enough time to finish all programs with express.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/19/7a/d7/25/photo2jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/7a/d7/24/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/7a/d7/23/photo0jpg.jpg","Written October 3, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"benny y","https://www.tripadvisor.com/Profile/186bennyy","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg","","4","Sep 2019 • Couples","Seru dan menyenangkan","Lokasi mudah diakses. Banyak tempat mainannya yang masing-masing mempunyai keasikan dan pengalam tersendiri. Fasiltas cukup lengkap dan bersih. Disarankan untuk memulai dari sebelah kiri memutar.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-o/19/7a/ad/75/20190920-151347-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/19/7a/ad/74/20190920-151318-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/19/7a/ad/73/20190920-151329-largejpg.jpg","Written October 3, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Sue Skitterall","https://www.tripadvisor.com/Profile/sueskittz","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg","Adelaide, Australia","5","Feb 2019 • Friends","Friends on vacation ","While visiting Singapore we were lucky enough to go to Universal Studios. We went on most of the amazing rides.plenty to see a do to keep you there for the whole day.Lots of eateries and drink stands.<br />Jurassic Park was a favorite ride.we had a great time.","Friends","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/19/7a/96/da/20190222-151723-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/7a/96/d9/20190222-093230-largejpg.jpg","Written October 3, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Belinda R","https://www.tripadvisor.com/Profile/194belindar","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg","Perth, Australia","2","Oct 2019","Do not bother!! They are only interested in making money NOT customer experience. Long Waits even with Express Pass","Paid $850 for 3A 1C entry with Unlimited express passes. Universal Studios, we love theme parks and have been to many and have purchased express passes at those that we could. We have also been to the major attractions in Singapore over the last 6 days. I would never recommend this theme park to anyone. It was unbearable waiting with the express passes, I can only imaging how awful the waiting was for those who didn't have them. Plus an. Hour wait to get through a short line at Friars for food, ridiculous! The express pass is not worth the expense and the park is not worth it without the pass. Limit the express passes further and limit the amount of visitors per day. Either that or provide more rides and entertainment. Quality over quantity. To anyone reading this review- Gardens By the Bay is amazing, The S.E.A Aquarium was absolutely stunning, the 4 park hopper pass- Zoo, night safari, bird park and river safari- worth every cent, spend your money elsewhere!","","0","","Written October 3, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Christiena A","https://www.tripadvisor.com/Profile/ChristienaA1","https://media-cdn.tripadvisor.com/media/photo-s/07/12/e8/89/christiena-a.jpg","Surabaya, Indonesia","5","Oct 2019 • Family","Tempat bersenang2 untuk segala usia✌","Taman bermain yang cocok dikunjungi wisatawan untuj segala usia. Universal studio berada di dalam kawasan sentosa island. Harus sediakan waktu 1 hari penuh untuk bermain supaya puas. Untuk hunting foto juga banyak spot2 foto yang cantik. Untuk tiket bisa beli online atau lsg beli di lokasi. Di komplek universal juga banyak tempat wisata lain yang bisa dikunjungi dan banyak toko2, tempat makan, toko souvenir untuk oleh2😁","Family","0","https://media-cdn.tripadvisor.com/media/photo-o/19/79/14/b4/img-20191003-wa0000-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/19/79/14/b2/img-20191003-wa0001-largejpg.jpg","Written October 3, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Anniewhatto","https://www.tripadvisor.com/Profile/Anniewhatto","https://media-cdn.tripadvisor.com/media/photo-o/08/62/a0/f5/anniewhatto.jpg","Umina Beach, Australia","5","Sep 2019 • Couples","Fun to Visit","My husband & I went here & really enjoyed our day, it did rain whilst we were there but still able to see & ride just about everything, make sure to do the 2 big Roller Coasters ‘Battle Star Galactica’s Human & Colon’ first, we enjoyed all the shows, a good day out.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/19/78/c1/0b/photo6jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/78/c1/0a/photo5jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/78/c1/09/photo4jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/78/c1/08/photo3jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/78/c1/07/photo2jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/78/c1/06/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/78/c1/05/photo0jpg.jpg","Written October 3, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Adventurer297617","https://www.tripadvisor.com/Profile/Adventurer297617","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg","Renwick, New Zealand","5","Oct 2019 • Family","Great day out","A great day out. We had two adults and 12 & 8 year old. Paid for the express pass and it was well worth it. We definitely would not have managed to go on all the rides we wanted to without it. Nice to find air conditioned spaces to eat and refill the water bottles. A great variety of rides and entertainment. ","Family","0","","Written October 3, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"ajklm72","https://www.tripadvisor.com/Profile/ajklm72","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg","","5","Sep 2019 • Family","So much fun!","As a family of 4 with two teenagers we had the best day! Luckily we visited universal during the week as I'd hate to see how busy the weekend would be. Waiting approx 20-30 min for each ride was painful and highly recommend paying a little extra for express to save time. Food & toilet access was easy. Overall an AMAZING experience!","Family","0","","Written October 2, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Nikki G","https://www.tripadvisor.com/Profile/BooAus","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg","Perth, Australia","3","Oct 2019 • Family","Great time overall, but check out the advice first","We visited Universal Studios Singapore on 1/10/19. We bought standard entry as part of a multi-ticket deal. Having been to Universal in Orlando and LA previously, this does not compare. It’s smaller, MUCH more expensive and pretty poorly organized/run.<br /><br />We followed advice on here to the letter- visited on a Tuesday (mid week) in off season (Aussie Oct school hols). Arrived at 9am and queued early. Went straight to Transformers (no queue), followed by Cylon and Human (no queue), then to the Mummy- so we got all the big ones out the way early. Spent afternoon doing rapids, Dinosaur boat ride and the shows. Only bought kids Shrek pancakes and ice-cream ($15sg each) as food and drinks were SO expensive. Cups with a plastic dinosaur stuck on top were $25sg each!!! We made the most of the day and my boys aged 8 & 9 enjoyed it. Both left with some overpriced merchandise (transformer toys were 3x the cost you can buy them for at Target). <br /><br />We had a good day overall as both boys were old enough to go on everything but young enough to be amused. I’d imagine there’s not really enough there to keep older kids amused for a day and I don’t think we will need to visit again. ","Family","0","","Written October 1, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Donna A","https://www.tripadvisor.com/Profile/donnaa345","https://media-cdn.tripadvisor.com/media/photo-o/07/ae/5f/f5/donna-a.jpg","Melbourne, Australia","4","Sep 2019 • Couples","Great day out","My husband and I visited here. It was our first time at a theme park without children. And we had a ball. Went on all the rides. Bought themed merchandise. Got photos with characters. It seems as soon as you walk in the gates, your inner child comes out to play. The roller coasters were great. We didn’t buy a fast pass, and didn’t have to wait too long at most rides. There is a good variety of rides available, suitable for all ages. Had a great day. ","Couples","0","","Written October 1, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Jules","https://www.tripadvisor.com/Profile/julesw589","https://media-cdn.tripadvisor.com/media/photo-o/19/53/ea/dc/caption.jpg","Paris, France","4","Oct 2019 • Family","Super journée mais un peu cher","Comparativement à Disneyland Paris ou encore le Parc Astérix, je trouve Universal studio un peu cher pour ce que c’est! Les attractions sont biens mais le parc n’est ouvert que de 10h à 18h, à raison d’une heure de queue par attraction il n’y a pas le temps d’en faire beaucoup à moins de payer encore plus pour les pass express. Ça reste un incontournable pour divertir les enfants lorsque l’on est à Singapour ","Family","0","","Written October 1, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"arvinaer","https://www.tripadvisor.com/Profile/arvinaer","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg","","5","Sep 2019","Awesome Themepark","As much as we want to try all the rides at Universal Studio Singapore, we could not because of the long queuing line. We could only afford only the Adult pass. But the experience was great. Try the transformers ride first just to give you that adrenaline for all the other rides. I don't recommend the Puss in Boots rides, the feeling is like ahhh..ow..ahhh..ow..ahhh..ow.. It's good for the kids though.","","0","","Written September 30, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Kesh","https://www.tripadvisor.com/Profile/Keshvin8","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg","","2","Sep 2019 • Family","No discounts for wheelchair users. Disappointing","I enquired for special discount as I'm whcr bound and am unable to walk at all but was told to pay adult price $79. I asked if they were willing to gv me the seniors price because I know I won't be able to take any ride..unfortunately they were adamant n insisted in me paying the full price. I had no choice but to pay as my son was with me. I didnt go on any of the rides. Really disappointing for a country like Singapore who has made life of whcr users so friendly with their amenities and pathways.. But they somehow forgot in this aspect. USS should look into this matter and not make us disabled ppl feel so rejected. I spent all my time sitting under the sun while waiting for my son to finish his rides.. And that's what I get for paying $79..? A real rip off or shall I say daylight robbery. USS should find a new way to tackle this matter.. If u all find that this can be misused then pls ask us to produce our special needs cards.. I'm sure most countries have this cards. I do posses a special card for my physical disability but unfortunately USS didn't was not interested. I hope USS gets to the bottom of this and answers me. Thank you","Family","0","","Written September 30, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"hsbaek1209","https://www.tripadvisor.com/Profile/Hansangbaek","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg","","5","Sep 2019 • Couples","Wow amazing","Galacia atlantica, the roller coaster was very exciting and fun. And thenroller coaster in eazypt session was really tricky and fun. The park was very clean. Ah.. you can absoultey 'soak' when you take a jurasic park boat.....","Couples","0","","Written September 30, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Xen_Paul","https://www.tripadvisor.com/Profile/Xen_Paul","https://media-cdn.tripadvisor.com/media/photo-s/01/ec/63/95/xen-paul.jpg","Melbourne, Australia","1","Sep 2019 • Family","There has to be a discount for weather","I understand businesses need to survive but when the entire theme park is rained out surely some redress could be offered. Our day was utterly brought to a standstill because of a tropical downpour which lasted hours. And all the rides (understandably) stopped. This was our family trip completely ruined - in a very expensive way too! ","Family","0","","Written September 30, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"adelle","https://www.tripadvisor.com/Profile/adelle1212","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg","","4","Dec 2018","FASCINATING THEME PARK","I've been there for so many times , but i will keep coming back every year to this fascinating big theme park  because USS is the nearest universal studios from my country. USS is very hot but i have a good experience, so while I am queuing for the rides, there is a kind-hearted lady that borrowed her umbrella to me. I amazed with her attention. Overall USS is one of the recommended tourism destinations in Singapore.","","0","","Written September 30, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Nur Dini","https://www.tripadvisor.com/Profile/dinikinss","https://media-cdn.tripadvisor.com/media/photo-o/16/10/97/90/caption.jpg","Kuala Lumpur, Malaysia","5","Sep 2019 • Friends","Absolutely Fantastic ","Been here so many times and I will keep coming back whenever I’m in Singapore. My friends from America really enjoyed it as well. <br /><br />Special shout out to Anthony, the guy manning the Donkey Live counter! He is so friendly and gives you the best tips and tricks of the park, from where to eat and where to go at which times. Awesome guy!! <br /><br />Overall super fun place, definitely recommend! ","Friends","0","https://media-cdn.tripadvisor.com/media/photo-w/19/70/31/2d/photo6jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/70/31/2c/photo5jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/70/31/2b/photo4jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/70/31/2a/photo3jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/70/31/29/photo2jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/70/31/28/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/70/31/26/photo0jpg.jpg","Written September 30, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Sunny NY","https://www.tripadvisor.com/Profile/Voyager723372","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg","","3","Sep 2019 • Friends","트렌스포머 기다리다 지쳐 죽는 주","  ㅠ월요일이었는데도 두시간 정도 기다린 듯ㅠ중간에 빠질 수 없는 구조랄까?!3D로 나쁘지는 안았는데 또 타지는 않을것이다. 이거 하나하고 지쳐서 그냥 나옴. 들어가는 입구가 두개로 되어있는데 일행과 같이 타지 않아도 되는 줄로가면 그남아 나은 듯.","Friends","0","https://media-cdn.tripadvisor.com/media/photo-o/19/6f/b8/54/20190902-122352-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/19/6f/b8/53/20190902-122301-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/19/6f/b8/52/20190902-122404-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/19/6f/b8/51/20190902-142557-largejpg.jpg","Written September 29, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
